1	1
22	1
24	1
40	1
81	1
106	1
134	1
145	1
1	2
30	2
37	2
39	2
54	2
121	2
126	2
140	2
2	3
42	3
57	3
73	3
84	3
89	3
93	3
125	3
3	4
10	4
13	4
46	4
60	4
87	4
113	4
138	4
4	5
6	5
21	5
72	5
82	5
88	5
118	5
142	5
5	6
29	6
31	6
52	6
56	6
85	6
97	6
120	6
7	7
18	7
41	7
47	7
71	7
104	7
108	7
116	7
8	8
17	8
32	8
70	8
86	8
128	8
139	8
150	8
9	9
11	9
23	9
26	9
119	9
127	9
132	9
146	9
12	10
43	10
51	10
53	10
68	10
75	10
122	10
137	10
14	11
36	11
64	11
83	11
92	11
96	11
101	11
131	11
15	12
27	12
35	12
48	12
55	12
59	12
69	12
79	12
16	13
25	13
67	13
76	13
95	13
136	13
141	13
147	13
19	14
34	14
44	14
49	14
62	14
80	14
90	14
123	14
20	15
38	15
65	15
91	15
105	15
129	15
144	15
148	15
28	16
33	16
50	16
66	16
102	16
109	16
112	16
117	16
45	17
74	17
77	17
94	17
100	17
115	17
124	17
133	17
58	18
63	18
98	18
103	18
107	18
110	18
130	18
149	18
61	19
78	19
99	19
111	19
114	19
122	19
135	19
143	19
1	20
31	20
53	20
80	20
83	20
94	20
132	20
142	20
2	21
29	21
35	21
46	21
66	21
71	21
127	21
139	21
3	22
18	22
28	22
62	22
65	22
68	22
92	22
136	22
4	23
20	23
42	23
48	23
51	23
70	23
96	23
109	23
5	24
9	24
15	24
43	24
82	24
113	24
123	24
143	24
6	25
38	25
40	25
76	25
79	25
87	25
93	25
102	25
7	26
12	26
45	26
60	26
64	26
121	26
134	26
149	26
8	27
26	27
57	27
105	27
108	27
112	27
115	27
120	27
10	28
36	28
56	28
78	28
84	28
110	28
117	28
137	28
11	29
32	29
41	29
90	29
98	29
125	29
131	29
140	29
13	30
16	30
34	30
75	30
81	30
85	30
111	30
148	30
14	31
22	31
107	31
17	32
23	32
27	32
19	33
37	33
95	33
21	34
119	34
130	34
24	35
50	35
114	35
25	36
97	36
106	36
30	37
86	37
133	37
33	38
77	38
138	38
39	39
52	39
55	39
44	40
61	40
89	40
47	41
135	41
141	41
49	42
58	42
99	42
54	43
100	43
104	43
59	44
124	44
126	44
63	45
67	45
88	45
69	46
74	46
150	46
72	47
91	47
103	47
73	48
118	48
129	48
101	49
116	49
147	49
128	50
144	50
146	50
64	51
141	51
145	51
1	52
63	52
148	52
2	53
100	53
105	53
3	54
82	54
106	54
4	55
29	55
99	55
5	56
23	56
150	56
6	57
11	57
31	57
7	58
87	58
132	58
8	59
36	59
103	59
9	60
60	60
74	60
10	61
33	61
146	61
12	62
98	62
129	62
13	63
40	63
62	63
14	64
72	64
80	64
15	65
32	65
95	65
16	66
47	66
69	66
17	67
55	67
96	67
18	68
52	68
107	68
19	69
128	69
147	69
20	70
94	70
117	70
21	71
37	71
137	71
22	72
56	72
126	72
24	73
26	73
101	73
25	74
46	74
79	74
27	75
50	75
83	75
28	76
43	76
110	76
30	77
89	77
119	77
34	78
113	78
120	78
35	79
41	79
45	79
38	80
85	80
116	80
39	81
123	81
134	81
42	82
97	82
145	82
44	83
57	83
76	83
48	84
114	84
130	84
49	85
59	85
75	85
51	86
67	86
81	86
53	87
102	87
111	87
54	88
112	88
143	88
58	89
122	89
144	89
61	90
86	90
125	90
65	91
127	91
131	91
66	92
70	92
88	92
68	93
90	93
133	93
71	94
124	94
138	94
73	95
77	95
121	95
78	96
108	96
142	96
84	97
91	97
118	97
92	98
115	98
135	98
93	99
109	99
140	99
104	100
136	100
149	100
6	101
28	101
139	101
1	102
73	102
110	102
2	103
25	103
54	103
3	104
33	104
94	104
4	105
114	105
139	105
5	106
46	106
118	106
7	107
35	107
50	107
8	108
20	108
106	108
9	109
71	109
87	109
10	110
102	110
107	110
11	111
100	111
144	111
12	112
42	112
113	112
13	113
30	113
47	113
14	114
77	114
97	114
15	115
108	115
124	115
16	116
64	116
105	116
17	117
74	117
